product_code,size,site,style_name,color,offer_url
,14,houseoffraser,Barbour | Women's Beadnell Rain Jacket | Sand /Classic | FRASERS,Sand /Classic,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-rain-jacket-668624#colcode=66862404
,16,houseoffraser,Barbour | Women's Beadnell Rain Jacket | Sand /Classic | FRASERS,Sand /Classic,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-rain-jacket-668624#colcode=66862404
,6,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,8,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,10,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,12,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,14,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,16,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,18,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,20,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,22,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Black,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887203
,6,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,8,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,10,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,12,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,14,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,16,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,18,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,20,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,22,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Navy,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887222
,6,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,8,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,10,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,12,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,14,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,16,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,18,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,20,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,22,houseoffraser,Barbour | Women's Beadnell Wax Jacket | Wax Jackets | FRASERS,Bark,https://www.houseoffraser.co.uk/brand/barbour/womens-beadnell-wax-jacket-668872#colcode=66887271
,8,houseoffraser,Barbour | Women's Quilted Fleece Gilet | Gilets | FRASERS,Dk Olive,https://www.houseoffraser.co.uk/brand/barbour/womens-quilted-fleece-gilet-611820#colcode=61182015
,10,houseoffraser,Barbour | Women's Quilted Fleece Gilet | Gilets | FRASERS,Dk Olive,https://www.houseoffraser.co.uk/brand/barbour/womens-quilted-fleece-gilet-611820#colcode=61182015
,12,houseoffraser,Barbour | Women's Quilted Fleece Gilet | Gilets | FRASERS,Dk Olive,https://www.houseoffraser.co.uk/brand/barbour/womens-quilted-fleece-gilet-611820#colcode=61182015
,14,houseoffraser,Barbour | Women's Quilted Fleece Gilet | Gilets | FRASERS,Dk Olive,https://www.houseoffraser.co.uk/brand/barbour/womens-quilted-fleece-gilet-611820#colcode=61182015
,16,houseoffraser,Barbour | Women's Quilted Fleece Gilet | Gilets | FRASERS,Dk Olive,https://www.houseoffraser.co.uk/brand/barbour/womens-quilted-fleece-gilet-611820#colcode=61182015
,18,houseoffraser,Barbour | Women's Quilted Fleece Gilet | Gilets | FRASERS,Dk Olive,https://www.houseoffraser.co.uk/brand/barbour/womens-quilted-fleece-gilet-611820#colcode=61182015
,8,houseoffraser,Barbour | Woodland Showerproof Jacket | Tannin | FRASERS,Tannin,https://www.houseoffraser.co.uk/brand/barbour/woodland-showerproof-jacket-688267#colcode=68826799
,10,houseoffraser,Barbour | x House of Hackney Laving Quilted Jacket | Black/Papav | FRASERS,Black/Papav,https://www.houseoffraser.co.uk/brand/barbour/x-house-of-hackney-laving-quilted-jacket-624975#colcode=62497503
,12,houseoffraser,Barbour | x House of Hackney Laving Quilted Jacket | Black/Papav | FRASERS,Black/Papav,https://www.houseoffraser.co.uk/brand/barbour/x-house-of-hackney-laving-quilted-jacket-624975#colcode=62497503
